age,date,gender,country,selfemployed,familyhistory,treatment,workinterfere,remotework,techcompany,benefits,careoptions,wellnessprogram,seekhelp,anonymity,leave,mentalhealthconsequence,physhealthconsequence,coworkers,supervisor,mentalhealthinterview,physhealthinterview,mentalvsphysical,obsconsequence
32,2018,Male,United Kingdom,No,Yes,Yes,Rarely,No,No,No,No,No,No,No,Unsure,Yes,Maybe,Some of them,No,No,No,No,No
26,2018,Male,United Kingdom,Yes,No,Yes,Rarely,Yes,Yes,No,Unsure,Unsure,Unsure,Unsure,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No
23,2018,Male,United States,No,No,No,Never,No,No,Unsure,No,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,Maybe,Maybe,Unsure,No
33,2018,Male,United States,No,Yes,Yes,Often,Yes,Yes,No,Yes,No,No,Unsure,Very difficult,Yes,No,Some of them,Yes,No,Maybe,No,No
46,2018,Male,United States,No,No,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Maybe,Yes,No
34,2018,Male,United Kingdom,No,No,No,No,Yes,Yes,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,Yes,No,Yes
35,2018,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Unsure,Somewhat easy,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
39,2018,Male,United States,No,No,No,No,Yes,Yes,No,Yes,No,No,Unsure,Very difficult,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,No,No
32,2018,Male,Germany,Yes,No,No,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some,Maybe,Maybe,No,No
43,2018,Male,Mexico,Yes,No,No,No,Yes,Yes,Unsure,No,No,Unsure,Unsure,Unsure,No,No,Some of them,Yes,No,Maybe,Unsure,No
56,2018,Male,United States,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,Unsure,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
32,2018,Female,United Kingdom,No,Yes,Yes,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Somewhat difficult,Maybe,No,Some of them,Some,No,Yes,Unsure,Yes
41,2018,Male,United Kingdom,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Unsure,Maybe,Maybe,Some of them,Some,No,Yes,No,Yes
39,2018,Male,United States,No,No,No,No,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Yes,No,No,Unsure,No
37,2018,Male,United States,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,No,No,No,No,No
30,2018,Male,United States,Yes,Yes,Yes,Sometimes,Yes,Yes,Unsure,Unsure,No,Unsure,Unsure,Very difficult,Yes,No,No,No,No,Maybe,Unsure,No
31,2018,Male,United States,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some,No,Maybe,No,No
29,2018,Male,United States,No,No,No,No,No,No,Unsure,Unsure,No,Unsure,Unsure,Unsure,Maybe,No,No,Some,No,Maybe,Unsure,No
23,2018,Female,United Kingdom,No,Yes,No,Never,No,No,No,No,No,Yes,Unsure,Somewhat easy,Yes,Maybe,No,No,No,Maybe,Unsure,No
31,2018,Male,United States,No,No,Yes,Never,No,Yes,Yes,Yes,No,Unsure,Yes,Very easy,Maybe,No,No,No,No,No,Unsure,No
29,2018,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,Yes,No
30,2018,Male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,Unsure,Unsure,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
37,2018,Male,United States,No,No,No,Never,Yes,Yes,Yes,No,Yes,Unsure,Unsure,Unsure,Maybe,No,Some of them,Yes,No,No,Yes,Yes
36,2018,Male,United States,Yes,No,No,Never,No,Yes,Yes,No,No,Unsure,Unsure,Somewhat difficult,No,No,Some of them,Yes,Yes,Yes,Yes,No
35,2018,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Unsure,Unsure,Unsure,Maybe,Maybe,Some of them,No,No,Maybe,No,No
41,2018,Male,United States,No,Yes,No,Never,Yes,No,Unsure,No,No,No,Unsure,Unsure,Maybe,No,No,No,No,No,Unsure,No
31,2018,Male,United Kingdom,No,No,Yes,Rarely,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,No,No,Some of them,Yes,No,No,Unsure,No
38,2018,Male,United Kingdom,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Unsure,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
26,2018,Male,India,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
39,2018,Male,United States,No,Yes,No,Sometimes,No,Yes,Yes,No,Yes,Yes,Unsure,Unsure,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Unsure,Yes
42,2018,Male,United States,Yes,Yes,No,Sometimes,Yes,No,Yes,Unsure,Unsure,Yes,Unsure,Unsure,Maybe,Maybe,Some of them,No,No,Maybe,Unsure,No
32,2018,Male,United States,Yes,Yes,Yes,Rarely,Yes,Yes,No,Yes,No,No,Unsure,Very difficult,Yes,No,Some of them,No,No,Maybe,Unsure,No
29,2018,Male,United States,No,Yes,No,No,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Yes,No,No,Unsure,No
30,2018,Male,United States,No,Yes,No,Never,No,Yes,Yes,No,Unsure,Yes,Unsure,Very difficult,Yes,Yes,Some of them,No,Maybe,Maybe,No,No
40,2018,Male,United States,No,Yes,Yes,Often,Yes,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,Yes,Unsure,No
51,2018,Male,United States,No,No,No,No,No,No,Unsure,Unsure,No,Unsure,Unsure,Somewhat difficult,No,No,Some of them,Yes,No,No,Unsure,No
33,2018,Male,United States,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No
34,2018,Male,Germany,Yes,No,Yes,Sometimes,Yes,Yes,No,Unsure,No,No,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
50,2018,Male,United States,Yes,No,No,Never,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
24,2018,Male,United States,No,No,No,Sometimes,Yes,Yes,Unsure,No,No,Unsure,Unsure,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
25,2018,Male,United States,No,Yes,Yes,Rarely,No,No,No,No,No,No,Unsure,Unsure,Yes,Maybe,No,No,No,Maybe,No,No
43,2018,Male,United Kingdom,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Unsure,Very difficult,Yes,Yes,Some of them,No,No,No,No,Yes
25,2018,Female,United States,Yes,No,Yes,Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some,No,No,Yes,Yes
24,2018,Male,United Kingdom,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,No,No,No,Maybe,Yes,No
51,2018,Male,United States,Yes,No,No,Never,No,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Some,Maybe,Maybe,Unsure,No
49,2018,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,Yes
30,2018,Male,United States,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Unsure,Unsure,Yes,Maybe,No,No,No,No,Unsure,No
25,2018,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,No,Unsure,Unsure,Yes,Yes,No,No,No,No,No,No
36,2018,Male,United States,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Maybe,No,No,No,No,Maybe,Unsure,No
48,2018,Male,United States,No,No,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,Maybe,Maybe,Yes,Yes,No,Maybe,Yes,Yes
48,2018,Male,Australia,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,Yes
53,2018,Male,United States,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,No,Yes,Unsure,Unsure,Maybe,Maybe,Some of them,No,No,No,Unsure,No
24,2018,Female,United Kingdom,No,Yes,Yes,Often,Yes,Yes,No,No,No,No,Unsure,Very easy,No,No,Yes,Yes,No,No,Unsure,No
33,2018,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,Yes,No,Yes,Unsure,Somewhat easy,No,No,Yes,Yes,No,No,Unsure,No
25,2018,Female,Canada,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Unsure,No
30,2018,Male,United Kingdom,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Somewhat difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No
30,2018,Male,United States,Yes,No,No,Never,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some,Maybe,Maybe,Unsure,No
34,2018,Male,United Kingdom,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Some,No,No,Yes,No
31,2018,Male,United States,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
22,2018,Female,United States,No,Yes,Yes,Often,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,Yes,Yes,No,No,No,No,Unsure,No
28,2018,Male,United States,No,Yes,No,Sometimes,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Somewhat easy,No,No,Some of them,Yes,No,Yes,Unsure,No
35,2018,Male,United States,No,Yes,Yes,Rarely,No,No,Yes,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Some,No,No,No,No
28,2018,Male,United States,No,Yes,Yes,Sometimes,No,No,Yes,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Yes,No
42,2018,Male,New Zealand,No,No,Yes,Sometimes,No,No,No,Yes,Unsure,No,Yes,Somewhat difficult,Yes,Maybe,Some of them,Some,No,Yes,No,Yes
33,2018,Male,United States,No,Yes,No,No,No,Yes,Yes,No,Unsure,Unsure,Unsure,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
29,2018,Male,United States,No,No,No,Sometimes,No,Yes,Yes,No,Yes,No,Unsure,Unsure,Yes,Maybe,No,No,No,No,Unsure,No
43,2018,Male,United States,No,Yes,No,Sometimes,No,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Maybe,No,No,Some,No,Maybe,No,No
29,2018,Male,United States,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Unsure,Somewhat easy,No,No,Some of them,Some,Maybe,Maybe,Yes,No
25,2018,Male,United States,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Unsure,No,No,Yes,Yes,Maybe,Maybe,Unsure,No
31,2018,Male,United States,No,Yes,No,Never,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Very easy,No,No,Some of them,Yes,No,No,Unsure,No
35,2018,Female,United States,No,Yes,Yes,Sometimes,No,No,Yes,Unsure,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No
34,2018,Male,United States,No,No,No,Often,No,Yes,Unsure,No,No,Yes,Unsure,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
43,2018,Male,United States,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes
38,2018,Male,United States,No,Yes,Yes,Sometimes,No,Yes,No,Unsure,No,No,Unsure,Very difficult,Yes,Yes,No,Some,No,Maybe,No,No
26,2018,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,No,Yes,Yes,Very difficult,Maybe,No,Some of them,Some,Yes,Yes,No,Yes
38,2018,Male,United Kingdom,Yes,Yes,Yes,Rarely,Yes,No,No,No,No,No,Yes,Very difficult,Maybe,No,No,No,No,No,No,No
42,2018,Male,United States,No,No,Yes,Often,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Yes,Maybe,No,No,No,Maybe,Unsure,No
33,2018,Male,Netherlands,No,Yes,Yes,No,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes
32,2018,Male,United States,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some,No,No,Unsure,No
44,2018,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No
28,2018,Male,United States,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,No,No,No,No,No
40,2018,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,No,Some of them,Some,No,Maybe,Unsure,Yes
31,2018,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Unsure,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No
32,2018,Male,United States,No,Yes,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Unsure,Unsure,Yes,No,Some of them,No,No,No,Unsure,No
28,2018,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No
39,2018,Male,United States,No,Yes,Yes,Often,No,Yes,Yes,Yes,No,No,Yes,Unsure,Yes,No,Some of them,No,No,No,No,No
45,2018,Male,United States,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Unsure,Unsure,No,No,Some of them,Some,No,No,Yes,No
43,2018,Male,United States,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Unsure,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
35,2018,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Unsure,Yes,Unsure,Very difficult,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
40,2018,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Unsure,Unsure,Yes,Very easy,Maybe,No,Some of them,Some,No,No,Unsure,No
34,2018,Male,Netherlands,No,No,Yes,Rarely,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
24,2018,Male,United Kingdom,No,Yes,Yes,Often,No,No,Unsure,Yes,No,No,No,Somewhat easy,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes
61,2018,Male,South Africa,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Unsure,Very difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes
36,2018,Female,United States,No,Yes,Yes,Rarely,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Yes,Maybe,Some of them,No,No,No,Unsure,No
38,2018,Male,United States,No,No,No,No,No,Yes,No,No,No,No,Yes,Unsure,Maybe,No,Some of them,Yes,Maybe,Maybe,Unsure,No
33,2018,Male,Germany,No,Yes,Yes,Often,No,Yes,Unsure,Unsure,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No
30,2018,Male,United States,No,Yes,No,Never,No,No,Unsure,No,No,Unsure,Unsure,Unsure,Yes,Maybe,No,No,No,No,No,No
34,2018,Male,Netherlands,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Some,No,Maybe,Yes,No
26,2018,Male,United States,No,No,Yes,Rarely,No,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Some,No,Maybe,No,No
33,2018,Male,United Kingdom,No,No,No,No,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Yes,Maybe,Maybe,Unsure,No
32,2018,Male,United Kingdom,No,No,No,No,No,Yes,Unsure,No,No,No,Unsure,Very easy,No,No,No,Yes,No,Maybe,No,No
25,2018,Male,Germany,Yes,No,No,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No
35,2018,Male,Germany,Yes,No,Yes,Sometimes,Yes,No,Unsure,No,No,No,Unsure,Somewhat difficult,Yes,Maybe,Yes,No,No,Maybe,Unsure,No
24,2018,Male,United Kingdom,Yes,Yes,No,Often,Yes,Yes,Unsure,Unsure,No,No,Unsure,Unsure,Maybe,No,Some of them,Some,No,Maybe,Unsure,No
55,2018,Male,United Kingdom,No,No,Yes,Often,No,No,Yes,Yes,Yes,Yes,Unsure,Somewhat easy,Yes,Maybe,No,Some,No,Maybe,No,Yes
33,2018,Male,United Kingdom,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Maybe,Some of them,Some,No,Maybe,No,Yes
26,2018,Female,United Kingdom,Yes,Yes,Yes,Sometimes,Yes,Yes,No,No,No,No,Unsure,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
25,2018,Male,United Kingdom,No,No,No,Never,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Very easy,No,No,Yes,Yes,No,No,Unsure,No
45,2018,Male,United Kingdom,No,Yes,No,Rarely,No,No,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,Maybe,Unsure,No
33,2018,Female,United Kingdom,Yes,No,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Unsure,No
43,2018,Male,United States,No,No,No,Sometimes,Yes,Yes,No,Unsure,No,No,Unsure,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes
30,2018,Male,United Kingdom,Yes,No,Yes,Sometimes,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Yes,Yes
40,2018,Male,United States,No,Yes,Yes,Rarely,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,No,No,Yes,Yes,No,Maybe,Unsure,No
49,2018,Male,United States,No,Yes,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,No,No,Yes,Yes,No,No,Yes,No
29,2018,Male,Germany,No,No,No,No,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Unsure,No
26,2018,Male,Germany,No,No,No,No,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Some,Maybe,Maybe,Unsure,No
38,2018,Male,United States,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some,No,Maybe,No,Yes
27,2018,Male,France,No,Yes,No,No,No,No,Yes,Yes,Unsure,No,Yes,Somewhat easy,Maybe,Maybe,No,Some,No,Maybe,Unsure,Yes
26,2018,Male,Belgium,No,No,No,Never,No,Yes,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,No,No,No,Unsure,No
28,2018,Male,United Kingdom,No,Yes,Yes,Often,No,Yes,No,No,No,No,Unsure,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,No,No
40,2018,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No
37,2018,Female,Canada,Yes,Yes,Yes,Rarely,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some,Maybe,Maybe,Unsure,Yes
34,2018,Female,United Kingdom,No,Yes,Yes,Often,Yes,No,Yes,Yes,No,Yes,No,Somewhat easy,Yes,Yes,Some of them,No,No,No,Unsure,No
28,2018,Male,United States,No,Yes,Yes,Often,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,No,Yes,Unsure,No
27,2018,Male,Canada,No,No,No,Never,No,Yes,Yes,Unsure,Yes,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
29,2018,Male,United Kingdom,No,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Unsure,Very easy,No,No,Yes,Yes,No,Yes,Yes,No
39,2018,Female,United Kingdom,No,Yes,No,Rarely,Yes,Yes,Unsure,Unsure,No,No,Unsure,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes
28,2018,Male,United Kingdom,No,No,No,Often,No,Yes,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No
23,2018,Male,United States,No,Yes,No,Sometimes,No,Yes,Yes,Unsure,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,Unsure,No
18,2018,Male,"Bahamas, The",Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
38,2018,Male,United Kingdom,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Unsure,No
19,2018,Male,United Kingdom,No,No,No,No,No,Yes,Yes,No,No,Yes,Unsure,Very easy,No,No,Yes,Yes,No,No,Yes,No
30,2018,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Unsure,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No
28,2018,Male,United Kingdom,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,No,No,No,No,Yes,No
20,2018,Male,India,No,No,Yes,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Unsure,Yes,No,No,No,No,Maybe,Yes,No
35,2018,Male,United Kingdom,Yes,No,No,Sometimes,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Somewhat easy,No,No,Some of them,Yes,No,No,Unsure,No
39,2018,Male,United States,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Unsure,No
31,2018,Female,United States,No,Yes,No,Never,No,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Yes,Yes,No,No,No,No,Unsure,No
32,2018,Male,United Kingdom,No,No,No,Rarely,No,Yes,No,No,No,No,Unsure,Unsure,Yes,No,No,No,No,No,Unsure,No
27,2018,Male,Sweden,No,No,No,No,No,Yes,No,No,No,No,Unsure,Unsure,No,No,No,No,No,No,Unsure,No
25,2018,Male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,Unsure,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Unsure,No
42,2018,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Maybe,No,Some of them,Yes,No,Maybe,Unsure,No
34,2018,Male,United States,No,Yes,Yes,Often,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Unsure,No
26,2018,Female,United States,No,No,Yes,Sometimes,Yes,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Maybe,No,Some of them,No,Maybe,Maybe,Unsure,Yes
35,2018,Male,United Kingdom,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some,No,Maybe,Yes,Yes
34,2018,Male,United Kingdom,No,No,No,Never,No,Yes,Unsure,No,No,Unsure,Unsure,Very easy,Maybe,No,Yes,Yes,No,No,Yes,No
38,2018,Male,United States,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Unsure,No
34,2018,Male,United States,No,No,No,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Unsure,Yes,No,Some of them,No,No,Maybe,Unsure,No
39,2018,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
44,2018,Female,United States,No,No,No,No,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,Yes,No,No,No,No,No,Unsure,No
40,2018,Male,United States,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Unsure,Maybe,No,No,Yes,No,No,Unsure,No
33,2018,Female,United States,Yes,No,No,Never,Yes,Yes,No,Yes,Unsure,Unsure,Yes,Somewhat easy,Maybe,No,No,Some,No,No,Yes,No
24,2018,Female,United States,No,Yes,No,Sometimes,No,No,Yes,Yes,No,Unsure,Unsure,Somewhat difficult,Yes,Maybe,Some of them,Some,No,No,No,Yes
38,2018,Female,United States,No,Yes,No,Sometimes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Yes,No,No,Unsure,No
31,2018,Male,United States,No,No,No,Sometimes,No,Yes,Yes,Unsure,Yes,Yes,Yes,Unsure,Yes,Maybe,Some of them,Some,No,Maybe,Yes,No
23,2018,Male,Israel,No,No,No,No,No,Yes,Unsure,Unsure,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,Maybe,Yes,Unsure,No
26,2018,Female,United States,No,No,No,No,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
46,2018,Other,United States,No,No,Yes,Often,No,No,Yes,Yes,Yes,Yes,Unsure,Unsure,Yes,No,Some of them,Some,No,No,No,Yes
30,2018,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,Maybe,Unsure,No
25,2018,Male,United States,No,No,No,Rarely,Yes,Yes,Unsure,No,No,No,Unsure,Somewhat easy,Yes,No,Some of them,Some,No,Yes,Unsure,Yes
19,2018,Male,Canada,No,No,No,Never,Yes,Yes,Unsure,No,No,No,Unsure,Somewhat easy,No,No,Some of them,Some,No,Maybe,No,No
30,2018,Female,United States,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some,No,No,No,Yes
32,2018,Male,United States,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Unsure,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
32,2018,Male,United Kingdom,No,No,No,No,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,Maybe,No,No,No,Maybe,Unsure,No
37,2018,Male,United States,No,Yes,No,Sometimes,Yes,Yes,Unsure,No,No,No,Unsure,Somewhat easy,Maybe,No,Some of them,Some,No,Maybe,No,No
42,2018,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
25,2018,Female,United States,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Unsure,Unsure,Maybe,No,Some of them,Yes,Maybe,No,Yes,No
19,2018,Male,United States,No,No,No,Sometimes,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,No,No,Some of them,Yes,Maybe,Maybe,Unsure,No
40,2018,Female,United States,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,No,Unsure,Unsure,Yes,Yes,No,No,No,No,Unsure,No
